,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
4261,C. Salom,30,Palestine,71,71,Puebla,ST,65.0,43.0,47.0,68.0,59.0,65.0,48.0,43.0,59.0,47.0,68.0,66.0,70.0,67.0,51.0,65.0,48.0,43.0,59.0,47.0,68.0,66.0,70.0,67.0,51.0,70.0
4264,D. McGoldrick,29,Republic of Ireland,71,71,Ipswich Town,ST,71.0,45.0,52.0,71.0,66.0,71.0,49.0,45.0,66.0,52.0,71.0,70.0,70.0,70.0,53.0,71.0,49.0,45.0,66.0,52.0,71.0,70.0,70.0,70.0,53.0,70.0
4282,C. Luna,35,Argentina,71,71,Club Atlético Tigre,ST,65.0,46.0,50.0,66.0,60.0,65.0,45.0,46.0,60.0,50.0,66.0,64.0,70.0,66.0,48.0,65.0,45.0,46.0,60.0,50.0,66.0,64.0,70.0,66.0,48.0,70.0
4287,S. Çikalleshi,26,Albania,71,72,Osmanlıspor,ST,64.0,45.0,48.0,67.0,60.0,64.0,48.0,45.0,60.0,48.0,67.0,64.0,70.0,64.0,50.0,64.0,48.0,45.0,60.0,48.0,67.0,64.0,70.0,64.0,50.0,70.0
4342,E. Villa,35,Argentina,71,71,Querétaro,ST,64.0,53.0,53.0,66.0,61.0,64.0,49.0,53.0,61.0,53.0,66.0,62.0,70.0,64.0,51.0,64.0,49.0,53.0,61.0,53.0,66.0,62.0,70.0,64.0,51.0,70.0
4361,V. Kjartansson,27,Iceland,71,72,,ST,63.0,42.0,44.0,67.0,56.0,63.0,45.0,42.0,56.0,44.0,67.0,62.0,70.0,63.0,46.0,63.0,45.0,42.0,56.0,44.0,67.0,62.0,70.0,63.0,46.0,70.0
4365,F. Campbell,29,England,71,71,Hull City,ST,66.0,47.0,49.0,69.0,59.0,66.0,51.0,47.0,59.0,49.0,69.0,67.0,70.0,69.0,53.0,66.0,51.0,47.0,59.0,49.0,69.0,67.0,70.0,69.0,53.0,70.0
4377,P. Sané,25,Senegal,71,76,AJ Auxerre,ST,63.0,42.0,43.0,67.0,54.0,63.0,45.0,42.0,54.0,43.0,67.0,63.0,70.0,66.0,48.0,63.0,45.0,42.0,54.0,43.0,67.0,63.0,70.0,66.0,48.0,70.0
4675,P. Iemmello,25,Italy,71,74,Benevento Calcio,ST,67.0,37.0,44.0,69.0,59.0,67.0,46.0,37.0,59.0,44.0,69.0,68.0,70.0,69.0,49.0,67.0,46.0,37.0,59.0,44.0,69.0,68.0,70.0,69.0,49.0,70.0
4395,A. Bakasetas,24,Greece,71,75,AEK Athens,ST,70.0,53.0,58.0,70.0,67.0,70.0,55.0,53.0,67.0,58.0,70.0,69.0,70.0,69.0,57.0,70.0,55.0,53.0,67.0,58.0,70.0,69.0,70.0,69.0,57.0,70.0
4397,Derley,29,Brazil,71,71,CD Aves,ST,68.0,49.0,53.0,69.0,63.0,68.0,49.0,49.0,63.0,53.0,69.0,67.0,70.0,67.0,52.0,68.0,49.0,49.0,63.0,53.0,69.0,67.0,70.0,67.0,52.0,70.0
4407,H. Goitom,32,Eritrea,71,71,AIK Solna,ST,67.0,53.0,56.0,69.0,64.0,67.0,50.0,53.0,64.0,56.0,69.0,65.0,70.0,66.0,52.0,67.0,50.0,53.0,64.0,56.0,69.0,65.0,70.0,66.0,52.0,70.0
4409,F. Caputo,29,Italy,71,71,Empoli,ST,64.0,38.0,40.0,67.0,54.0,64.0,42.0,38.0,54.0,40.0,67.0,63.0,70.0,65.0,44.0,64.0,42.0,38.0,54.0,40.0,67.0,63.0,70.0,65.0,44.0,70.0
4425,L. Boyce,26,Northern Ireland,71,73,Burton Albion,ST,64.0,45.0,46.0,67.0,56.0,64.0,45.0,45.0,56.0,46.0,67.0,62.0,70.0,65.0,47.0,64.0,45.0,45.0,56.0,46.0,67.0,62.0,70.0,65.0,47.0,70.0
4352,S. Ribas,29,Uruguay,71,71,Club Atlético Patronato,ST,63.0,43.0,44.0,67.0,55.0,63.0,43.0,43.0,55.0,44.0,67.0,62.0,70.0,65.0,45.0,63.0,43.0,43.0,55.0,44.0,67.0,62.0,70.0,65.0,45.0,70.0
4514,Túlio Sandoiro,33,Brazil,71,71,Botafogo de Futebol e Regatas,ST,69.0,50.0,54.0,70.0,64.0,69.0,52.0,50.0,64.0,54.0,70.0,67.0,70.0,68.0,54.0,69.0,52.0,50.0,64.0,54.0,70.0,67.0,70.0,68.0,54.0,70.0
4431,R. Alioui,25,Morocco,71,75,Nîmes Olympique,ST,67.0,40.0,43.0,69.0,59.0,67.0,44.0,40.0,59.0,43.0,69.0,67.0,70.0,68.0,47.0,67.0,44.0,40.0,59.0,43.0,69.0,67.0,70.0,68.0,47.0,70.0
4663,E. Herrera,28,Mexico,71,71,Rangers,ST,65.0,52.0,55.0,66.0,63.0,65.0,49.0,52.0,63.0,55.0,66.0,63.0,70.0,63.0,51.0,65.0,49.0,52.0,63.0,55.0,66.0,63.0,70.0,63.0,51.0,70.0
4698,P. Velázquez,30,Paraguay,71,71,Necaxa,ST,65.0,46.0,48.0,67.0,59.0,65.0,44.0,46.0,59.0,48.0,67.0,62.0,70.0,63.0,46.0,65.0,44.0,46.0,59.0,48.0,67.0,62.0,70.0,63.0,46.0,70.0
4682,V. Prodell,29,Sweden,71,71,IF Elfsborg,ST,62.0,43.0,43.0,66.0,55.0,62.0,45.0,43.0,55.0,43.0,66.0,61.0,70.0,63.0,46.0,62.0,45.0,43.0,55.0,43.0,66.0,61.0,70.0,63.0,46.0,70.0
4448,A. Jahović,30,FYR Macedonia,71,71,Göztepe,ST,61.0,43.0,43.0,65.0,54.0,61.0,40.0,43.0,54.0,43.0,65.0,58.0,70.0,61.0,41.0,61.0,40.0,43.0,54.0,43.0,65.0,58.0,70.0,61.0,41.0,70.0
4449,F. Fernández,25,Paraguay,71,75,CD America de Cali,ST,64.0,38.0,43.0,67.0,57.0,64.0,42.0,38.0,57.0,43.0,67.0,64.0,70.0,66.0,45.0,64.0,42.0,38.0,57.0,43.0,67.0,64.0,70.0,66.0,45.0,70.0
4462,R. Quioto,25,Honduras,71,72,Houston Dynamo,ST,69.0,42.0,47.0,71.0,61.0,69.0,47.0,42.0,61.0,47.0,71.0,69.0,70.0,71.0,50.0,69.0,47.0,42.0,61.0,47.0,71.0,69.0,70.0,71.0,50.0,70.0
4461,E. Torres,24,Mexico,71,74,Houston Dynamo,ST,68.0,48.0,53.0,69.0,65.0,68.0,52.0,48.0,65.0,53.0,69.0,68.0,70.0,69.0,54.0,68.0,52.0,48.0,65.0,53.0,69.0,68.0,70.0,69.0,54.0,70.0
4464,P. Hosiner,28,Austria,71,71,1. FC Union Berlin,ST,68.0,38.0,44.0,70.0,60.0,68.0,45.0,38.0,60.0,44.0,70.0,68.0,70.0,69.0,48.0,68.0,45.0,38.0,60.0,44.0,70.0,68.0,70.0,69.0,48.0,70.0
3358,T. Matavž,28,Slovenia,72,72,Vitesse,ST,63.0,46.0,46.0,67.0,56.0,63.0,46.0,46.0,56.0,46.0,67.0,61.0,71.0,64.0,47.0,63.0,46.0,46.0,56.0,46.0,67.0,61.0,71.0,64.0,47.0,71.0
3360,R. Ghoochannejhad,29,Iran,72,72,SC Heerenveen,ST,70.0,45.0,50.0,72.0,63.0,70.0,50.0,45.0,63.0,50.0,72.0,69.0,71.0,71.0,53.0,70.0,50.0,45.0,63.0,50.0,72.0,69.0,71.0,71.0,53.0,71.0
3366,L. Veldwijk,25,South Africa,72,74,FC Groningen,ST,62.0,44.0,44.0,66.0,56.0,62.0,43.0,44.0,56.0,44.0,66.0,60.0,71.0,61.0,45.0,62.0,43.0,44.0,56.0,44.0,66.0,60.0,71.0,61.0,45.0,71.0
3371,I. Andriatsima,33,Madagascar,72,72,FC Sochaux-Montbéliard,ST,67.0,45.0,49.0,69.0,61.0,67.0,50.0,45.0,61.0,49.0,69.0,68.0,71.0,68.0,53.0,67.0,50.0,45.0,61.0,49.0,69.0,68.0,71.0,68.0,53.0,71.0
3375,Borja Mayoral,20,Spain,72,84,Real Madrid CF,ST,68.0,35.0,40.0,70.0,57.0,68.0,43.0,35.0,57.0,40.0,70.0,67.0,71.0,69.0,46.0,68.0,43.0,35.0,57.0,40.0,70.0,67.0,71.0,69.0,46.0,71.0
3379,E. Boateng,21,Ghana,72,80,Levante UD,ST,67.0,49.0,51.0,70.0,60.0,67.0,54.0,49.0,60.0,51.0,70.0,69.0,71.0,70.0,56.0,67.0,54.0,49.0,60.0,51.0,70.0,69.0,71.0,70.0,56.0,71.0
940,Jesé,24,Spain,77,81,Stoke City,ST,76.0,38.0,51.0,76.0,69.0,76.0,49.0,38.0,69.0,51.0,76.0,76.0,71.0,77.0,55.0,76.0,49.0,38.0,69.0,51.0,76.0,76.0,71.0,77.0,55.0,71.0
3406,M. Kramer,28,Netherlands,72,72,Feyenoord,ST,64.0,49.0,50.0,66.0,59.0,64.0,49.0,49.0,59.0,50.0,66.0,63.0,71.0,63.0,50.0,64.0,49.0,49.0,59.0,50.0,66.0,63.0,71.0,63.0,50.0,71.0
3418,E. Ponce,20,Argentina,72,80,LOSC Lille,ST,65.0,41.0,44.0,68.0,57.0,65.0,48.0,41.0,57.0,44.0,68.0,66.0,71.0,68.0,50.0,65.0,48.0,41.0,57.0,44.0,68.0,66.0,71.0,68.0,50.0,71.0
3421,Rômulo Calsede,29,Brazil,72,72,Clube Atlético Mineiro,ST,68.0,45.0,50.0,69.0,63.0,68.0,49.0,45.0,63.0,50.0,69.0,67.0,71.0,68.0,52.0,68.0,49.0,45.0,63.0,50.0,69.0,67.0,71.0,68.0,52.0,71.0
3428,P. Utaka,33,Nigeria,72,72,F.C. Tokyo,ST,69.0,51.0,53.0,71.0,63.0,69.0,53.0,51.0,63.0,53.0,71.0,69.0,71.0,70.0,55.0,69.0,53.0,51.0,63.0,53.0,71.0,69.0,71.0,70.0,55.0,71.0
3430,J. Rhodes,27,Scotland,72,72,Sheffield Wednesday,ST,65.0,50.0,51.0,69.0,60.0,65.0,52.0,50.0,60.0,51.0,69.0,65.0,71.0,66.0,54.0,65.0,52.0,50.0,60.0,51.0,69.0,65.0,71.0,66.0,54.0,71.0
2599,Y. Mollo,27,France,74,74,Fulham,ST,73.0,48.0,54.0,73.0,66.0,73.0,53.0,48.0,66.0,54.0,73.0,73.0,71.0,74.0,57.0,73.0,53.0,48.0,66.0,54.0,73.0,73.0,71.0,74.0,57.0,71.0
3399,Marco Paixão,32,Portugal,72,72,Lechia Gdańsk,ST,69.0,47.0,51.0,70.0,63.0,69.0,50.0,47.0,63.0,51.0,70.0,68.0,71.0,69.0,53.0,69.0,50.0,47.0,63.0,51.0,70.0,68.0,71.0,69.0,53.0,71.0
3351,A. Jóhannsson,26,United States,72,75,SV Werder Bremen,ST,71.0,43.0,50.0,72.0,66.0,71.0,46.0,43.0,66.0,50.0,72.0,68.0,71.0,69.0,49.0,71.0,46.0,43.0,66.0,50.0,72.0,68.0,71.0,69.0,49.0,71.0
1839,M. Suárez,29,Argentina,75,75,Belgrano de Córdoba,ST,74.0,40.0,48.0,73.0,67.0,74.0,47.0,40.0,67.0,48.0,73.0,72.0,71.0,73.0,51.0,74.0,47.0,40.0,67.0,48.0,73.0,72.0,71.0,73.0,51.0,71.0
3338,L. Albertengo,26,Argentina,72,75,Independiente,ST,73.0,42.0,51.0,73.0,67.0,73.0,49.0,42.0,67.0,51.0,73.0,72.0,71.0,73.0,53.0,73.0,49.0,42.0,67.0,51.0,73.0,72.0,71.0,73.0,53.0,71.0
2420,T. Touré,23,Ivory Coast,74,79,Angers SCO,ST,74.0,54.0,59.0,73.0,69.0,74.0,58.0,54.0,69.0,59.0,73.0,73.0,71.0,74.0,61.0,74.0,58.0,54.0,69.0,59.0,73.0,73.0,71.0,74.0,61.0,71.0
1973,F. Kamano,21,Guinea,75,80,Girondins de Bordeaux,ST,72.0,44.0,51.0,74.0,64.0,72.0,53.0,44.0,64.0,51.0,74.0,74.0,71.0,75.0,56.0,72.0,53.0,44.0,64.0,51.0,74.0,74.0,71.0,75.0,56.0,71.0
2036,C. Pavón,21,Argentina,75,84,Boca Juniors,ST,74.0,40.0,51.0,74.0,67.0,74.0,51.0,40.0,67.0,51.0,74.0,74.0,71.0,75.0,55.0,74.0,51.0,40.0,67.0,51.0,74.0,74.0,71.0,75.0,55.0,71.0
902,Rafa,24,Portugal,78,83,SL Benfica,ST,77.0,44.0,54.0,77.0,70.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,71.0
2505,Fábio Sturgeon,23,Portugal,74,78,Vitória Guimarães,ST,72.0,51.0,56.0,72.0,67.0,72.0,56.0,51.0,67.0,56.0,72.0,73.0,71.0,73.0,59.0,72.0,56.0,51.0,67.0,56.0,72.0,73.0,71.0,73.0,59.0,71.0
3233,G. McCleary,30,Jamaica,73,73,Reading,ST,71.0,55.0,57.0,72.0,65.0,71.0,60.0,55.0,65.0,57.0,72.0,72.0,71.0,73.0,62.0,71.0,60.0,55.0,65.0,57.0,72.0,72.0,71.0,73.0,62.0,71.0
4846,T. Zentena,25,Chile,71,71,Everton de Viña del Mar,ST,68.0,42.0,47.0,71.0,60.0,68.0,48.0,42.0,60.0,47.0,71.0,70.0,71.0,72.0,52.0,68.0,48.0,42.0,60.0,47.0,71.0,70.0,71.0,72.0,52.0,71.0
2130,Ivan Cavaleiro,23,Portugal,74,79,Wolverhampton Wanderers,ST,72.0,51.0,56.0,73.0,66.0,72.0,57.0,51.0,66.0,56.0,73.0,73.0,71.0,73.0,59.0,72.0,57.0,51.0,66.0,56.0,73.0,73.0,71.0,73.0,59.0,71.0
2706,Mateus,33,Angola,73,73,Boavista FC,ST,71.0,50.0,56.0,72.0,66.0,71.0,56.0,50.0,66.0,56.0,72.0,72.0,71.0,72.0,59.0,71.0,56.0,50.0,66.0,56.0,72.0,72.0,71.0,72.0,59.0,71.0
2171,F. Pereyra,29,Argentina,74,74,Necaxa,ST,73.0,44.0,52.0,74.0,67.0,73.0,54.0,44.0,67.0,52.0,74.0,73.0,71.0,74.0,57.0,73.0,54.0,44.0,67.0,52.0,74.0,73.0,71.0,74.0,57.0,71.0
2262,M. Radović,33,Serbia,74,74,Legia Warszawa,ST,73.0,54.0,58.0,73.0,69.0,73.0,55.0,54.0,69.0,58.0,73.0,72.0,71.0,72.0,58.0,73.0,55.0,54.0,69.0,58.0,73.0,72.0,71.0,72.0,58.0,71.0
3298,S. Šćepović,27,Serbia,72,73,Real Sporting de Gijón,ST,66.0,49.0,50.0,68.0,60.0,66.0,50.0,49.0,60.0,50.0,68.0,63.0,71.0,65.0,51.0,66.0,50.0,49.0,60.0,50.0,68.0,63.0,71.0,65.0,51.0,71.0
3301,O. Jonia,25,Chile,72,72,Everton de Viña del Mar,ST,68.0,45.0,49.0,71.0,60.0,68.0,53.0,45.0,60.0,49.0,71.0,69.0,71.0,72.0,56.0,68.0,53.0,45.0,60.0,49.0,71.0,69.0,71.0,72.0,56.0,71.0
3302,M. Pektemek,28,Turkey,72,72,Beşiktaş JK,ST,70.0,60.0,62.0,71.0,68.0,70.0,63.0,60.0,68.0,62.0,71.0,71.0,71.0,71.0,64.0,70.0,63.0,60.0,68.0,62.0,71.0,71.0,71.0,71.0,64.0,71.0
3308,M. Echeberria,25,Chile,72,72,Unión Española,ST,66.0,50.0,53.0,69.0,62.0,66.0,53.0,50.0,62.0,53.0,69.0,66.0,71.0,67.0,55.0,66.0,53.0,50.0,62.0,53.0,69.0,66.0,71.0,67.0,55.0,71.0
3310,J. Pohjanpalo,22,Finland,72,78,Bayer 04 Leverkusen,ST,65.0,40.0,43.0,68.0,56.0,65.0,44.0,40.0,56.0,43.0,68.0,65.0,71.0,67.0,47.0,65.0,44.0,40.0,56.0,43.0,68.0,65.0,71.0,67.0,47.0,71.0
1875,Samu García,27,Spain,75,75,Levante UD,ST,74.0,43.0,52.0,73.0,68.0,74.0,51.0,43.0,68.0,52.0,73.0,74.0,71.0,74.0,55.0,74.0,51.0,43.0,68.0,52.0,73.0,74.0,71.0,74.0,55.0,71.0
3343,M. Pavone,35,Argentina,72,72,Estudiantes de La Plata,ST,64.0,47.0,49.0,67.0,60.0,64.0,45.0,47.0,60.0,49.0,67.0,62.0,71.0,64.0,47.0,64.0,45.0,47.0,60.0,49.0,67.0,62.0,71.0,64.0,47.0,71.0
3331,L. Parreses,25,Chile,72,72,Deportes Iquique,ST,68.0,41.0,48.0,70.0,62.0,68.0,48.0,41.0,62.0,48.0,70.0,68.0,71.0,69.0,50.0,68.0,48.0,41.0,62.0,48.0,70.0,68.0,71.0,69.0,50.0,71.0
3468,Pires,36,Portugal,72,72,Portimonense SC,ST,64.0,45.0,48.0,67.0,60.0,64.0,46.0,45.0,60.0,48.0,67.0,63.0,71.0,64.0,49.0,64.0,46.0,45.0,60.0,48.0,67.0,63.0,71.0,64.0,49.0,71.0
3486,N. Ghilas,27,Algeria,72,72,Göztepe,ST,67.0,50.0,51.0,70.0,60.0,67.0,49.0,50.0,60.0,51.0,70.0,66.0,71.0,68.0,51.0,67.0,49.0,50.0,60.0,51.0,70.0,66.0,71.0,68.0,51.0,71.0
3732,Walter Silvieiro,25,Brazil,72,72,Santos Futebol Clube,ST,66.0,50.0,53.0,69.0,62.0,66.0,53.0,50.0,62.0,53.0,69.0,66.0,71.0,67.0,55.0,66.0,53.0,50.0,62.0,53.0,69.0,66.0,71.0,67.0,55.0,71.0
3747,Josué da Feira,25,Brazil,72,72,Santos Futebol Clube,ST,68.0,41.0,48.0,70.0,62.0,68.0,48.0,41.0,62.0,48.0,70.0,68.0,71.0,69.0,50.0,68.0,48.0,41.0,62.0,48.0,70.0,68.0,71.0,69.0,50.0,71.0
3750,B. Petković,22,Croatia,72,80,Bologna,ST,70.0,43.0,49.0,70.0,65.0,70.0,42.0,43.0,65.0,49.0,70.0,67.0,71.0,67.0,45.0,70.0,42.0,43.0,65.0,49.0,70.0,67.0,71.0,67.0,45.0,71.0
3754,S. Fletcher,30,Scotland,72,72,Sheffield Wednesday,ST,67.0,46.0,50.0,69.0,62.0,67.0,47.0,46.0,62.0,50.0,69.0,66.0,71.0,67.0,49.0,67.0,47.0,46.0,62.0,50.0,69.0,66.0,71.0,67.0,49.0,71.0
3767,K. Lasagna,24,Italy,72,76,Udinese,ST,64.0,37.0,40.0,68.0,54.0,64.0,44.0,37.0,54.0,40.0,68.0,65.0,71.0,67.0,46.0,64.0,44.0,37.0,54.0,40.0,68.0,65.0,71.0,67.0,46.0,71.0
3778,Maurides,23,Brazil,72,78,CF Os Belenenses,ST,65.0,48.0,51.0,67.0,61.0,65.0,46.0,48.0,61.0,51.0,67.0,62.0,71.0,63.0,47.0,65.0,46.0,48.0,61.0,51.0,67.0,62.0,71.0,63.0,47.0,71.0
3780,C. Martin,28,Scotland,72,72,Derby County,ST,67.0,54.0,55.0,69.0,62.0,67.0,52.0,54.0,62.0,55.0,69.0,64.0,71.0,66.0,53.0,67.0,52.0,54.0,62.0,55.0,69.0,64.0,71.0,66.0,53.0,71.0
3800,C. Riaño,28,Argentina,72,72,Necaxa,ST,69.0,40.0,46.0,70.0,62.0,69.0,46.0,40.0,62.0,46.0,70.0,68.0,71.0,69.0,48.0,69.0,46.0,40.0,62.0,46.0,70.0,68.0,71.0,69.0,48.0,71.0
3809,F. Mendy,28,Guinea Bissau,72,72,Jeju United FC,ST,64.0,47.0,49.0,67.0,59.0,64.0,46.0,47.0,59.0,49.0,67.0,64.0,71.0,64.0,48.0,64.0,46.0,47.0,59.0,49.0,67.0,64.0,71.0,64.0,48.0,71.0
3810,M. Le Bihan,27,France,72,72,OGC Nice,ST,66.0,56.0,56.0,69.0,62.0,66.0,56.0,56.0,62.0,56.0,69.0,66.0,71.0,67.0,57.0,66.0,56.0,56.0,62.0,56.0,69.0,66.0,71.0,67.0,57.0,71.0
3823,N. Wells,27,Bermuda,72,73,Burnley,ST,69.0,53.0,56.0,71.0,64.0,69.0,58.0,53.0,64.0,56.0,71.0,70.0,71.0,71.0,60.0,69.0,58.0,53.0,64.0,56.0,71.0,70.0,71.0,71.0,60.0,71.0
3827,W. Morelo,30,Colombia,72,72,Independiente Santa Fe,ST,70.0,50.0,55.0,71.0,65.0,70.0,55.0,50.0,65.0,55.0,71.0,69.0,71.0,71.0,57.0,70.0,55.0,50.0,65.0,55.0,71.0,69.0,71.0,71.0,57.0,71.0
3838,M. Lobaño,29,Chile,72,72,Deportes Iquique,ST,68.0,45.0,50.0,69.0,63.0,68.0,49.0,45.0,63.0,50.0,69.0,67.0,71.0,68.0,52.0,68.0,49.0,45.0,63.0,50.0,69.0,67.0,71.0,68.0,52.0,71.0
3851,L. Kozák,28,Czech Republic,72,72,Bari,ST,61.0,49.0,47.0,66.0,55.0,61.0,43.0,49.0,55.0,47.0,66.0,58.0,71.0,60.0,44.0,61.0,43.0,49.0,55.0,47.0,66.0,58.0,71.0,60.0,44.0,71.0
3730,J. Darenova,29,Chile,72,72,CD Universidad de Concepción,ST,62.0,43.0,44.0,66.0,56.0,62.0,38.0,43.0,56.0,44.0,66.0,57.0,71.0,60.0,40.0,62.0,38.0,43.0,56.0,44.0,66.0,57.0,71.0,60.0,40.0,71.0
3864,B. Jeannot,25,France,72,76,Dijon FCO,ST,69.0,43.0,48.0,70.0,62.0,69.0,46.0,43.0,62.0,48.0,70.0,66.0,71.0,68.0,49.0,69.0,46.0,43.0,62.0,48.0,70.0,66.0,71.0,68.0,49.0,71.0
3885,M. Duhamel,32,France,72,72,US Quevilly-Rouen,ST,68.0,46.0,49.0,70.0,61.0,68.0,47.0,46.0,61.0,49.0,70.0,65.0,71.0,67.0,49.0,68.0,47.0,46.0,61.0,49.0,70.0,65.0,71.0,67.0,49.0,71.0
3891,P. Granoche,33,Uruguay,72,72,La Spezia,ST,64.0,46.0,48.0,67.0,58.0,64.0,47.0,46.0,58.0,48.0,67.0,65.0,71.0,65.0,49.0,64.0,47.0,46.0,58.0,48.0,67.0,65.0,71.0,65.0,49.0,71.0
3916,Manu Barreiro,30,Spain,72,72,Gimnàstic de Tarragona,ST,66.0,44.0,48.0,68.0,60.0,66.0,44.0,44.0,60.0,48.0,68.0,63.0,71.0,64.0,46.0,66.0,44.0,44.0,60.0,48.0,68.0,63.0,71.0,64.0,46.0,71.0
3923,Ángel,30,Spain,72,72,Getafe CF,ST,69.0,42.0,47.0,71.0,61.0,69.0,47.0,42.0,61.0,47.0,71.0,69.0,71.0,71.0,50.0,69.0,47.0,42.0,61.0,47.0,71.0,69.0,71.0,71.0,50.0,71.0
3944,E. Calaió,35,Italy,72,72,Parma,ST,65.0,41.0,44.0,68.0,58.0,65.0,43.0,41.0,58.0,44.0,68.0,65.0,71.0,66.0,46.0,65.0,43.0,41.0,58.0,44.0,68.0,65.0,71.0,66.0,46.0,71.0
3955,C. Sapong,28,United States,72,72,Philadelphia Union,ST,65.0,54.0,53.0,68.0,60.0,65.0,54.0,54.0,60.0,53.0,68.0,66.0,71.0,66.0,55.0,65.0,54.0,54.0,60.0,53.0,68.0,66.0,71.0,66.0,55.0,71.0
3958,A. Søderlund,29,Norway,72,72,AS Saint-Étienne,ST,64.0,50.0,51.0,67.0,60.0,64.0,49.0,50.0,60.0,51.0,67.0,63.0,71.0,65.0,51.0,64.0,49.0,50.0,60.0,51.0,67.0,63.0,71.0,65.0,51.0,71.0
3974,T. Hemed,30,Israel,72,72,Brighton & Hove Albion,ST,64.0,48.0,50.0,67.0,59.0,64.0,46.0,48.0,59.0,50.0,67.0,62.0,71.0,64.0,48.0,64.0,46.0,48.0,59.0,50.0,67.0,62.0,71.0,64.0,48.0,71.0
3980,A. Wooten,27,United States,72,73,SV Sandhausen,ST,68.0,47.0,51.0,70.0,63.0,68.0,50.0,47.0,63.0,51.0,70.0,69.0,71.0,70.0,53.0,68.0,50.0,47.0,63.0,51.0,70.0,69.0,71.0,70.0,53.0,71.0
6553,A. Weimann,25,Austria,69,69,Derby County,ST,68.0,51.0,54.0,71.0,62.0,68.0,55.0,51.0,62.0,54.0,71.0,68.0,71.0,69.0,57.0,68.0,55.0,51.0,62.0,54.0,71.0,68.0,71.0,69.0,57.0,71.0
4004,Camilo,28,Brazil,72,72,Querétaro,ST,70.0,47.0,51.0,71.0,63.0,70.0,53.0,47.0,63.0,51.0,71.0,70.0,71.0,72.0,55.0,70.0,53.0,47.0,63.0,51.0,71.0,70.0,71.0,72.0,55.0,71.0
4005,W. Bou,23,Argentina,72,79,Boca Juniors,ST,68.0,36.0,42.0,70.0,60.0,68.0,44.0,36.0,60.0,42.0,70.0,68.0,71.0,70.0,48.0,68.0,44.0,36.0,60.0,42.0,70.0,68.0,71.0,70.0,48.0,71.0
4446,S. Diallo,26,Guinea,71,73,Evkur Yeni Malatyaspor,ST,70.0,55.0,59.0,71.0,67.0,70.0,58.0,55.0,67.0,59.0,71.0,70.0,71.0,70.0,60.0,70.0,58.0,55.0,67.0,59.0,71.0,70.0,71.0,70.0,60.0,71.0
4129,C. Auzqui,26,Argentina,71,72,River Plate,ST,69.0,50.0,55.0,70.0,65.0,69.0,55.0,50.0,65.0,55.0,70.0,70.0,71.0,70.0,57.0,69.0,55.0,50.0,65.0,55.0,70.0,70.0,71.0,70.0,57.0,71.0
719,Rafa,24,Portugal,78,83,SL Benfica,ST,77.0,44.0,54.0,77.0,70.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,71.0
3724,C. Nyman,24,Sweden,72,76,Eintracht Braunschweig,ST,69.0,44.0,50.0,71.0,63.0,69.0,49.0,44.0,63.0,50.0,71.0,69.0,71.0,70.0,52.0,69.0,49.0,44.0,63.0,50.0,71.0,69.0,71.0,70.0,52.0,71.0
3804,L. Fernández,26,Argentina,72,75,Independiente,ST,70.0,41.0,48.0,72.0,63.0,70.0,49.0,41.0,63.0,48.0,72.0,71.0,71.0,72.0,53.0,70.0,49.0,41.0,63.0,48.0,72.0,71.0,71.0,72.0,53.0,71.0
3519,Javi Guerra,35,Spain,72,72,Rayo Vallecano,ST,66.0,52.0,53.0,68.0,62.0,66.0,53.0,52.0,62.0,53.0,68.0,65.0,71.0,66.0,54.0,66.0,53.0,52.0,62.0,53.0,68.0,65.0,71.0,66.0,54.0,71.0
3504,J. Rodríguez,23,Uruguay,72,79,Santos Laguna,ST,67.0,53.0,54.0,70.0,62.0,67.0,57.0,53.0,62.0,54.0,70.0,68.0,71.0,69.0,59.0,67.0,57.0,53.0,62.0,54.0,70.0,68.0,71.0,69.0,59.0,71.0
3502,C. Jerome,30,England,72,72,Norwich City,ST,63.0,54.0,52.0,67.0,58.0,63.0,53.0,54.0,58.0,52.0,67.0,63.0,71.0,65.0,54.0,63.0,53.0,54.0,58.0,52.0,67.0,63.0,71.0,65.0,54.0,71.0
3497,C. Gytkjær,27,Denmark,72,73,Lech Poznań,ST,66.0,43.0,46.0,69.0,59.0,66.0,46.0,43.0,59.0,46.0,69.0,66.0,71.0,68.0,48.0,66.0,46.0,43.0,59.0,46.0,69.0,66.0,71.0,68.0,48.0,71.0
3508,D. Cacia,33,Italy,72,72,Cesena,ST,64.0,38.0,40.0,67.0,55.0,64.0,41.0,38.0,55.0,40.0,67.0,62.0,71.0,64.0,44.0,64.0,41.0,38.0,55.0,40.0,67.0,62.0,71.0,64.0,44.0,71.0
